"Name","National"
"American Federation of State, County, and Municipal Employees, Local 1278, AFL-CIO","AFSCME"
"American Federation of State, county and Municipal Employees (AFSCME) Council 31, AFL-CIO","AFSCME"
"American Federation of State, etc. (AFSCME), Council 31, AFL-CIO","AFSCME"
"Big Rapids Hospital Employees, Local 1865.10, American Federation of State, County and Municipal Employees, Council 25, AFL-CIO","AFSCME"
"CIVIL SERVICE EMPLOYEES ASSOCIATION, AFSCME, LOCAL 1000, AFL-CIO","AFSCME"
"CIVIL SERVICE EMPLOYEES ASSOCIATION, LOCAL 1000, AFSCME, AFL-CIO","AFSCME"
"COMMUNITY & SOCIAL AGENCY EMPLOYEES UNION DISTRICT COUNCIL 1707, AFSCME","AFSCME"
"COMMUNITY & SOCIAL AGENCY EMPLOYEES UNION DISTRICT COUNCIL 1707, LOCAL 95, AFSCME, AFL-CIO","AFSCME"
"COMMUNITY & SOCIAL AGENCY EMPLOYEES UNION, DISTRICT COUNCIL 1707, AFSCME","AFSCME"
"COMMUNITY AND SOCIAL AGENCY EMPLOYEES UNION, DISTRICT COUNCIL 1707, AFSCME, AFL-CIO","AFSCME"
"COMMUNITY AND SOCIAL AGENCY EMPLOYEES UNION, DISTRICT COUNCIL 1707, AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO","AFSCME"
"COMMUNITY AND SOCIAL AGENCY EMPLOYEES' UNION, DISTRICT COUNCIL 1707, AFSCME","AFSCME"
"COMMUNITY AND SOCIAL AGENCY EMPLOYEES' UNION, DISTRICT COUNCIL 1707, AFSCME, AFL-CIO","AFSCME"
"COMMUNITY AND SOCIAL AGENCY EMPLOYEES’ UNION, DISTRICT COUNCIL 1707, AFSCME","AFSCME"
"CONNECTICUT HEALTH CARE ASSOCIATES, NUHHCE, AFSCME, AFL-CIO","AFSCME"
"COUNCIL 31, AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO","AFSCME"
"COUNCIL 31, THE AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO (AFSCME)","AFSCME"
"COUNCIL 4, AFSCME, AFL-CIO","AFSCME"
"Civil Service Employees Association , Inc., Local 1000, AFSCME, AFL-CIO","AFSCME"
"Civil Service Employees Association Inc., Local 1000 AFSCME, AFL-CIO","AFSCME"
"Civil Service Employees Association Inc., Local 1000, AFSCME, AFL-CIO","AFSCME"
"Civil Service Employees Association, Inc. Local 1000 AFSCME, AFL-CIO","AFSCME"
"Civil Service Employees Association, Inc. Local 1000, AFSCME, AFL-CIO","AFSCME"
"Civil Service Employees Association, Inc., Local 1000 AFSCME, AFL-CIO","AFSCME"
"Civil Service Employees Association, Inc., Local 1000, AFSCME, AFL-CIO","AFSCME"
"Civil Service Employees Association, Inc., Local 1000, AFSCME, AFL-CIO, Local 727","AFSCME"
"Civil Service Employees Association, Inc., Local 1000, American Federation of State, County and Municipal Employees, AFL-CIO","AFSCME"
"Civil Service Employees Association, Local 1000, AFSCME, AFL-CIO","AFSCME"
"Community & Social Agencies Employees Union, District Council 1707, AFSCME","AFSCME"
"Community & Social Agency Employees Union District Council 1707, AFSCME","AFSCME"
"Community & Social Agency Employees Union District Council 1707, Local 95, AFSCME, AFL-CIO","AFSCME"
"Community & Social Agency Employees Union, D.C. 1707, AFL-CIO, AFSCME","AFSCME"
"Community and Social Agency Employees Union, District Council 1707, AFSCME","AFSCME"
"Community and Social Agency Employees Union, District Council 1707, AFSCME, AFL-CIO","AFSCME"
"Community and Social Agency Employees Union, District Council 1707, American Federation of State, County & Municipal Employees, AFL-CIO","AFSCME"
"Community and Social Agency Employees' Union, District Council 1707, AFSCME","AFSCME"
"Community and Social Agency Employees' Union, District Council 1707, AFSCME, AFL-CIO","AFSCME"
"Conn. Health Care Associates, NUHHCE, AFSCME, AFL-CIO","AFSCME"
"Connecticut Health Care Associates, NUHHCE, AFSCME, AFL-CIO","AFSCME"
"Council 25 AFSCME","AFSCME"
"Council 25, AFSCME","AFSCME"
"Council 25, Michigan American Federation of State County and Municipal Employees (AFSCME), AFL-CIO","AFSCME"
"Council 4, AFSCME, AFL-CIO","AFSCME"
"DC 1707, AFSCME","AFSCME"
"DC 1707, AFSCME, Local 95","AFSCME"
"DC 1707, Local 95, American Federation of State, County and Municipal Employees, AFL-CIO","AFSCME"
"DISTICT 1199J, AFSCME, AFL-CIO","AFSCME"
"DISTRCIT COUNCIL 1707 AFSCME","AFSCME"
"DISTRICT 1199C, NATIONAL UNION OF HOSPITAL AND HEALTH CARE EMPLOYEES, AFSCME, AFL-CIO","AFSCME"
"DISTRICT 1199J NATIONAL UNION OF HOSPITAL AND HEALTH CARE EMPLOYEES, AFSCME, AFL-CIO","AFSCME"
"DISTRICT 1199J NUHHCE, AFSCME, AFL-CIO","AFSCME"
"DISTRICT 1199J, NATIONAL UNION OF HOSPITAL & HEALTH CARE EMPLOYEES, AFSCME, AFL-CIO","AFSCME"
"DISTRICT 1199J, NATIONAL UNION OF HOSPITAL & HEALTH CARE EMPLOYEES, AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO","AFSCME"
"DISTRICT 1199J, NATIONAL UNION OF HOSPITAL AND HEALTH CARE EMPLOYEES, AFSCME, AFL-CIO","AFSCME"
"DISTRICT 1199J, NATIONAL UNION OF HOSPITAL AND HEALTH CARE EMPLOYEES, AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO","AFSCME"
"DISTRICT 1199J, NUHHCE, AFSCME, AFL-CIO","AFSCME"
"DISTRICT 1199NM NATIONAL UNION OF HOSPITAL AND HEALTHCARE EMPLOYEES, AFSCME, AFL-CIO","AFSCME"
"DISTRICT 1199NM, NATIONAL UNION OF HOSPITAL AND HEALTH CARE EMPLOYEES AFSCME, AFL-CIO","AFSCME"
"DISTRICT 1199NM, NATIONAL UNION OF HOSPITAL AND HEALTH CARE EMPLOYEES, AFSCME, AFL-CIO","AFSCME"
"DISTRICT COUNCIL 1707 AFSCME, AFL-CIO","AFSCME"
"DISTRICT COUNCIL 1707 AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES","AFSCME"
"DISTRICT COUNCIL 1707, AFSCME, AFL-CIO","AFSCME"
"DISTRICT COUNCIL 1707, AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES, AFL-CIO","AFSCME"
"DISTRICT COUNCIL 37 AFSCME, AFL-CIO","AFSCME"
"DISTRICT COUNCIL 37, AFSCME","AFSCME"
"DISTRICT COUNCIL 37, American Federation of State, County, and Municipal Employees, AFL-CIO","AFSCME"
"Delaware Public Employees, Council 81 AFSCME","AFSCME"
"Delaware State Employees Council 81, AFSCME, AFL-CIO","AFSCME"
"District 1199, National Union of Hospital and Healthcare Employees, AFSCME, AFL-CIO","AFSCME"
"District 1199C","AFSCME"
"District 1199C A/W National Union of Hospital and Health Care Employees, AFSCME, AFL-CIO","AFSCME"
"District 1199C NUHHCE","AFSCME"
"District 1199C National Union of Hospital and Health Care Employees, AFSCME, AFL-CIO","AFSCME"
"District 1199C, NUHHCE, AFL-CIO","AFSCME"
"District 1199C, National Union of Hospital and Health Care Employees","AFSCME"
"District 1199C, National Union of Hospital and Health Care Employees (NUHHCE), AFSCME, AFL-CIO","AFSCME"
"District 1199C, National Union of Hospital and Health Care Employees, AFSCME, AFL-CIO","AFSCME"
"District 1199C, National Union of Hospital and Health Care Employees/UNOP","AFSCME"
"District 1199J, NUHHCE, AFSCME, AFL-CIO","AFSCME"
"District 1199J, National Union of Hospital & Health Care Employees, AFSCME, AFL-CIO","AFSCME"
"District 1199J, National Union of Hospital and Health Care Employees, AFSCME, AFL-CIO","AFSCME"
"District 1199J, National Union of Hospital and Healthcare Employees, AFSCME, AFL-CIO","AFSCME"
"District 1199NM National Union of Hospital and Healthcare Employees, AFSCME, AFL-CIO","AFSCME"
"District 1199NM, National Union of Hospital and Health Care Employees, AFL-CIO, AFSCME","AFSCME"
"District 1199NM, National Union of Hospital and Health Care Employees, AFSCME, AFL-CIO","AFSCME"
"District 1199NM, National Union of Hospital and Healthcare Employees, AFSCME, AFL-CIO","AFSCME"
"District 37, American Federation of State, County, and Municipal Employees, AFL-CIO","AFSCME"
"District Council 1707 AFL-CIO, AFSCME-AFL-CIO","AFSCME"
"District Council 1707 AFSCME","AFSCME"
"District Council 1707 AFSCME AFL-CIO","AFSCME"
"District Council 1707 AFSCME, AFL-CIO","AFSCME"
"District Council 1707 American Federation of State County & Municipal Employees","AFSCME"
"District Council 1707, AFSCME","AFSCME"
"District Council 1707, AFSCME, AFL-CIO","AFSCME"
"District Council 1707, American Federation of State, County & Municipal Employees, AFL-CIO","AFSCME"
"District Council 1707, American Federation of State, County and Municipal Employees, AFL-CIO","AFSCME"
"District Council 37 AFSCME AFL-CIO","AFSCME"
"District Council 37 AFSCME, AFL-CIO","AFSCME"
"District Council 37, AFSCME","AFSCME"
"District Council 37, AFSCME, AFL-CIO","AFSCME"
"District Council 37, American Federation of State, County & Municipal Employees, AFL-CIO","AFSCME"
"District Council 37, American Federation of State, County and Municipal Employees, AFL-CIO","AFSCME"
"District Council 37, American Federation of State, County, and Municipal Employees","AFSCME"
"District Council 37, American Federation of State, County, and Municipal Employees, AFL-CIO","AFSCME"
"Florida Public Employees Council 79, American Federation of State, County and Municipal Employees, AFL-CIO","AFSCME"
"HOME HEALTH CARE1199/AFSCME, NUHHCE, AFL-CIO","AFSCME"
"Home Health Care 1199/National Union of Hospital and Healthcare Employees, AFSCME, AFL-CIO","AFSCME"
"Hospital Employees District 1199C","AFSCME"
"Hosptial Employees District 1199C","AFSCME"
"Irvine Association of Nurses, UNAC/Union of Health Care Professionals, NUHHCE, AFSCME, AFL-CIO","AFSCME"
"LOCAL 1000, CIVIL SERVICE EMP. ASSOC., AFSCME, AFL-CIO","AFSCME"
"LOCAL 1199C, NATIONAL UNION OF HOSPITAL & HEALTH CARE EMPLOYEES/AFSCME, AFL-CIO","AFSCME"
"LOCAL 1303-441, COUNCIL 4, AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES (AFSCME)","AFSCME"
"LOCAL 1325, AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES (AFSCME), AFL-CIO","AFSCME"
"LOCAL 1707, AFSCME","AFSCME"
"LOCAL 3110, AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES (AFSCME), AFL-CIO","AFSCME"
"LOCAL 3273, AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES COUNCIL 31","AFSCME"
"LOCAL 371, SSEU, DISTRICT COUNCIL 37, AFSCME, AFL-CIO","AFSCME"
"LOCAL 95, D. C. 1707, COMMUNITY & SOCIAL AGENCY EMPLOYEES' UNION, AFSCME, AFL-CIO","AFSCME"
"LOCAL 95, DC 1707, COMMUNITY & SOCIAL AGENCY EMPLOYEES' UNION, AFSCME, AFL-CIO","AFSCME"
"LOCAL 966/COUNCIL 38, AFSCME, AFL-CIO","AFSCME"
"Lakewood Registered Nurses Association, UNAC, UHCP, NUHHCE, AFSCME, AFL-CIO","AFSCME"
"Local 1000 AFSCME","AFSCME"
"Local 1303-082 of Connecticut Council 4, AFSCME, AFL-CIO","AFSCME"
"Local 205, District Council 1707, AFSCME","AFSCME"
"Local 205, District Council 1707, AFSCME, AFL-CIO","AFSCME"
"Local 215 District Council 1707 AFSCME","AFSCME"
"Local 215, District Council 1707, AFSCME, AFL-CIO","AFSCME"
"Local 3635-A Wisconsin Council 40, AFSCME, AFL-CIO","AFSCME"
"Local 374, District Council 37, AFSCME, AFL-CIO","AFSCME"
"Local 3902, Wisconsin Council 40, American Federation of State, County, and Municipal Employees, AFL-CIO","AFSCME"
"Local 531, Council 962, American Federation of State, County and Municipal Employees, AFL-CIO","AFSCME"
"Local 6080 AFSCME","AFSCME"
"Local 867, AFSCME, AFL-CIO","AFSCME"
"Local 925, American Federation of State, County and Municipal Employees (AFSCME), AFL-CIO","AFSCME"
"Local 95, D. C. 1707, Community & Social Agency Employees' Union, AFSCME, AFL-CIO","AFSCME"
"Local 95, DC 1707, Community & Social Agency Employees' Union, AFSCME, AFL-CIO","AFSCME"
"Local 95, District Council 1707, AFSCME, AFL CIO","AFSCME"
"Local 95, District Council 1707, AFSCME, AFL-CIO","AFSCME"
"Local 95, District Council 1707, Community and Social Agency Employees Union, AFSCME, AFL-CIO","AFSCME"
"Local 95, District Council 37, American Federation of State, County and Municipal Employees, AFL-CIO","AFSCME"
"Local 95, District Council 37/1707, AFSCME, AFL-CIO","AFSCME"
"MICH. AFSCME COUNCIL 25, AFL-CIO","AFSCME"
"MICHIGAN AFSCME COUNCIL 25","AFSCME"
"MICHIGAN AFSCME COUNCIL 25, AFL-CIO","AFSCME"
"MICHIGAN COUNCIL 25 AFSCME AFL-CIO","AFSCME"
"MICHIGAN COUNCIL 25 AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES (AFSCME), AFL-CIO","AFSCME"
"MICHIGAN COUNCIL 25, AFSCME, AFL-CIO","AFSCME"
"MICHIGAN COUNCIL 25, AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES (AFSCME), AFL-CIO","AFSCME"
"MICHIGAN COUNCIL 25, LOCAL 140.12, AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES (AFCME), AFL-CIO","AFSCME"
"MICHIGAN COUNCIL 25, LOCAL 1640, AFSCME, AFL-CIO","AFSCME"
"MICHIGAN COUNCIL 25, LOCAL 542, AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES (AFSCME","AFSCME"
"MINNESOTA COUNCIL 65, AFSCME, AFL-CIO","AFSCME"
"MLPNA/AFSCME Local 105, Council 65","AFSCME"
"Metropolitan District 1199DC, NUHHCE, AFSCME, AFL-CIO","AFSCME"
"Metropolitan District 1199DC, National Union of Hospital and Health Care Employees a/w American Federation of State, County and Municipal Employees, AFL-CIO","AFSCME"
"Mich. AFSCME Council 25","AFSCME"
"Mich. AFSCME Council 25, AFL-CIO","AFSCME"
"Mich. AFSCME Council 25- AFL-CIO","AFSCME"
"Michigan AFSCME Council #25, AFL-CIO","AFSCME"
"Michigan AFSCME Council 25","AFSCME"
"Michigan AFSCME Council 25 & Local 1640","AFSCME"
"Michigan AFSCME Council 25 & Local 3110","AFSCME"
"Michigan AFSCME Council 25, AFL-CIO","AFSCME"
"Michigan AFSCME Council 25, Local 140.13","AFSCME"
"Michigan AFSCME Council 25, Local 992.10, AFL-CIO","AFSCME"
"Michigan AFSCME, Counsel 25, AFL-CIO","AFSCME"
"Michigan Council 25 , Local 25, American Federation of State, County and Municipal Employees (AFSCME), AFL-CIO","AFSCME"
"Michigan Council 25 AFSCME","AFSCME"
"Michigan Council 25, American Federation of State, County and Municipal Employees (AFSCME), AFL-CIO","AFSCME"
"Michigan Council 25, American Federation of State, County and Municipal Employees (AFSCME), AFL-CIO and its Local 181","AFSCME"
"Michigan Council 25, American Federation of State, County and Municipal Employees (AFSCME), AFL-CIO and its affiliated Local 140 (including Chapter 140.12)","AFSCME"
"Michigan Council 25, American Federation of State, County and Municipal Employees (AFSCME), AFL-CIO and its affiliated Local 181","AFSCME"
"Michigan Council 25, Local 140, American Federation of State, County and Municipal Employees (AFSCME), AFL-CIO","AFSCME"
"Michigan Council 25, Local 140.11, American Federation of State, County and Municipal Employees (AFSCM), AFL-CIO","AFSCME"
"Michigan Council 25, Local 140.11, American Federation of State, County and Municipal Employees (AFSCME), AFL-CIo","AFSCME"
"Michigan Council 25, Local 140.12, American Federation of State, County and Municipal Employees (AFSCME), AFL-CIO","AFSCME"
"Michigan Council 25, Local 2568, American Federation of State, County and Municipal Employees (AFSCME), AFL-CIO","AFSCME"
"Minnesota AFSCME Council 5, AFL-CIO","AFSCME"
"Minnesota Arrowhead District Council 96, AFSCME, AFL-CIO","AFSCME"
"Minnesota Council 65, American Federation of State, County and Municipal Employees (AFSCME), AFL-CIO, Local 1856","AFSCME"
"Minnesota Licensed Practical Nurses Association, AFSCME Council 65","AFSCME"
"Montana State Council 9 affiliated with American Federation of State, County & Municipal Employees, AFL-CIO","AFSCME"
"NATIONAL UNION OF HOSPITAL & HEALTH CARE EMPLOYEES, DISTRICT 1199C, AFSCME AFL-CIO","AFSCME"
"NATIONAL UNION OF HOSPITAL AND HEALTH CARE EMPLOYEES AFSCME DISTRICT 1199C","AFSCME"
"NATIONAL UNION OF HOSPITAL AND HEALTH CARE EMPLOYEES DISTRICT 1199C AFSCME","AFSCME"
"NATIONAL UNION OF HOSPITAL AND HEALTH CARE EMPLOYEES DISTRICT 1199C AFSCME, AFL-CIO","AFSCME"
"NATIONAL UNION OF HOSPITAL AND HEALTH CARE EMPLOYEES DISTRICT 1199C, AFL-CIO","AFSCME"
"NATIONAL UNION OF HOSPITAL AND HEALTH CARE EMPLOYEES DISTRICT 1199C, AFSCME","AFSCME"
"NATIONAL UNION OF HOSPITAL AND HEALTH CARE EMPLOYEES DISTRICT 1199C, AFSCME AFL-CIO","AFSCME"
"NATIONAL UNION OF HOSPITAL AND HEALTH CARE EMPLOYEES DISTRICT 1199C, AFSCME, AFL-CIO","AFSCME"
"NATIONAL UNION OF HOSPITAL AND HEALTH CARE EMPLOYEES, DISTRICT 1199NM, AFSCME, AFL-CIO","AFSCME"
"NUHHCE, District 1199C","AFSCME"
"National Union of Hospital & Health Care Employees, AFSCME, AFL-CIO, District 1199C","AFSCME"
"National Union of Hospital & Healthcare Employees District 1199NM, AFSCME, AFL-CIO","AFSCME"
"National Union of Hospital and Health Care Employees AFSCME District 1199C","AFSCME"
"National Union of Hospital and Health Care Employees District 1199C","AFSCME"
"National Union of Hospital and Health Care Employees District 1199C AFSCME, AFL-CIO","AFSCME"
"National Union of Hospital and Health Care Employees District 1199C, AFL-CIO","AFSCME"
"National Union of Hospital and Health Care Employees District 1199C, AFSCME AFL-CIO","AFSCME"
"National Union of Hospital and Health Care Employees, AFSCME AFL-CIO District 1199C","AFSCME"
"National Union of Hospital and Health Care Employees, AFSCME, AFL-CIO","AFSCME"
"National Union of Hospital and Health Care Employees, AFSCME, AFL-CIO, District 1199C","AFSCME"
"National Union of Hospital and Health Care Employees, District 1199C, AFL-CIO","AFSCME"
"National Union of Hospital and Health Care Employees, District 1199C, AFSCME, AFL-CIO","AFSCME"
"National Union of Hospital and Healthcare Employees, AFSCME, AFL-CIO, and its Affiliate District 1199C","AFSCME"
"National Union of Hospital and Healthcare Employees, District 1199C","AFSCME"
"OAKWOOD HOSPITAL EMPLOYEES LOCAL 2568, MICHIGAN COUNCIL 25, AMERICAN FEDERATION OF STATE, COUNTY, AND MUNICIPAL EMPLOYEES (AFSCME), AFL-CIO","AFSCME"
"OHIO ASSOCIATION OF PUBLIC SCHOOL EMPLOYEES (OAPSE)/AFSCME LOCAL 4, AFL-CIO","AFSCME"
"OHIO ASSOCIATION OF PUBLIC SCHOOL EMPLOYEES (OAPSE)AFSCME LOCAL 4, AFL-CIO","AFSCME"
"OHIO ASSOCIATION OF PUBLIC SCHOOL EMPLOYEES, (OAPSE) AFSCME LOCAL 610, AFL-CIO","AFSCME"
"OHIO COUNCIL 8, AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES, AFL-CIO","AFSCME"
"OHIO COUNCIL 8, AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO","AFSCME"
"OHIO COUNCIL 8, American Federation of State, County and Municipal Employees, AFL-CIO","AFSCME"
"OREGON AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, COUNCIL 75","AFSCME"
"OREGON AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, COUNCIL NO. 75, AFL-CIO","AFSCME"
"Ohio Association of Public School Employees (OAPSE) AFSCME Local 4, AFL-CIO","AFSCME"
"Ohio Association of Public School Employees (OAPSE), affiliated with American Federation of State, County and Municipal Employees (AFSCME), Local 4","AFSCME"
"Ohio Association of Public School Employees (OAPSE)/ AFSCME Local 4 Subunit Local 121, AFL-CIO","AFSCME"
"Ohio Association of Public School Employees (OAPSE)/AFSCME Local 4, AFL-CIO","AFSCME"
"Ohio Association of Public School Employees (OAPSE)/AFSCME, Local 4","AFSCME"
"Ohio Association of Public School Employees (OAPSE)/AFSCME, Local 4, AFL-CIO","AFSCME"
"Ohio Association of Public School Employees (OAPSE)/American Federation of State, County and Municipal Employees Local 4, AFL-CIO","AFSCME"
"Ohio Council 8, American Federation of State, County & Municipal Employees, AFL-CIO","AFSCME"
"Ohio Council 8, American Federation of State, County and Municipal Employees, AFL-CIO","AFSCME"
"Ohio Council 8, American Federation of State, County, and Municipal Employees, AFL-CIO","AFSCME"
"Ohio Counsel 8, American Federation of State, County, & Municipal Employees, AFL-CIO","AFSCME"
"Oregon AFSCME Council 75","AFSCME"
